regName,type,arraySize,VGAbase,VGAvalue,XGAbase,XGAvalue,L520base,L520value
JFILirShadingLUTdelta_040,int10,2,h,000C2AE2,h,000C2AE2,h,000C2AE2
JFILirShadingLUTdelta_041,int10,2,h,000D7733,h,000D7733,h,000D7733
JFILirShadingLUTdelta_042,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_043,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_044,int10,2,h,00014829,h,00014829,h,00014829
JFILirShadingLUTdelta_045,int10,2,h,00028C7B,h,00028C7B,h,00028C7B
JFILirShadingLUTdelta_046,int10,2,h,0003D8CD,h,0003D8CD,h,0003D8CD
JFILirShadingLUTdelta_047,int10,2,h,0005211E,h,0005211E,h,0005211E
JFILirShadingLUTdelta_048,int10,2,h,000C2AE2,h,000C2AE2,h,000C2AE2
JFILirShadingLUTdelta_049,int10,2,h,000D7334,h,000D7334,h,000D7334
JFILirShadingLUTdelta_050,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_051,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_052,int10,2,h,00014829,h,00014829,h,00014829
JFILirShadingLUTdelta_053,int10,2,h,0002907B,h,0002907B,h,0002907B
JFILirShadingLUTdelta_054,int10,2,h,0003D8CC,h,0003D8CC,h,0003D8CC
JFILirShadingLUTdelta_055,int10,2,h,0005211E,h,0005211E,h,0005211E
JFILirShadingLUTdelta_056,int10,2,h,000C2AE1,h,000C2AE1,h,000C2AE1
JFILirShadingLUTdelta_057,int10,2,h,000D7334,h,000D7334,h,000D7334
JFILirShadingLUTdelta_058,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_059,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_060,int10,2,h,00014829,h,00014829,h,00014829
JFILirShadingLUTdelta_061,int10,2,h,0002907B,h,0002907B,h,0002907B
JFILirShadingLUTdelta_062,int10,2,h,0003D8CC,h,0003D8CC,h,0003D8CC
JFILirShadingLUTdelta_063,int10,2,h,00051D1F,h,00051D1F,h,00051D1F
JFILirShadingLUTdelta_064,int10,2,h,000C2AE1,h,000C2AE1,h,000C2AE1
JFILirShadingLUTdelta_065,int10,2,h,000D7334,h,000D7334,h,000D7334
JFILirShadingLUTdelta_066,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_067,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_068,int10,2,h,00014829,h,00014829,h,00014829
JFILirShadingLUTdelta_069,int10,2,h,0002907B,h,0002907B,h,0002907B
JFILirShadingLUTdelta_070,int10,2,h,0003D8CC,h,0003D8CC,h,0003D8CC
JFILirShadingLUTdelta_071,int10,2,h,00051D1F,h,00051D1F,h,00051D1F
JFILirShadingLUTdelta_072,int10,2,h,000C2AE2,h,000C2AE2,h,000C2AE2
JFILirShadingLUTdelta_073,int10,2,h,000D7334,h,000D7334,h,000D7334
JFILirShadingLUTdelta_074,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_075,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_076,int10,2,h,00014829,h,00014829,h,00014829
JFILirShadingLUTdelta_077,int10,2,h,0002907B,h,0002907B,h,0002907B
JFILirShadingLUTdelta_078,int10,2,h,0003D8CC,h,0003D8CC,h,0003D8CC
JFILirShadingLUTdelta_079,int10,2,h,0005211E,h,0005211E,h,0005211E
JFILirShadingLUTdelta_080,int10,2,h,000C2AE2,h,000C2AE2,h,000C2AE2
JFILirShadingLUTdelta_081,int10,2,h,000D7733,h,000D7733,h,000D7733
JFILirShadingLUTdelta_082,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_083,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_084,int10,2,h,00014829,h,00014829,h,00014829
JFILirShadingLUTdelta_085,int10,2,h,00028C7B,h,00028C7B,h,00028C7B
JFILirShadingLUTdelta_086,int10,2,h,0003D8CD,h,0003D8CD,h,0003D8CD
JFILirShadingLUTdelta_087,int10,2,h,0005211E,h,0005211E,h,0005211E
JFILirShadingLUTdelta_088,int10,2,h,000C2AE2,h,000C2AE2,h,000C2AE2
JFILirShadingLUTdelta_089,int10,2,h,000D7733,h,000D7733,h,000D7733
JFILirShadingLUTdelta_090,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_091,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_092,int10,2,h,00014829,h,00014829,h,00014829
JFILirShadingLUTdelta_093,int10,2,h,00028C7B,h,00028C7B,h,00028C7B
JFILirShadingLUTdelta_094,int10,2,h,0003D8CD,h,0003D8CD,h,0003D8CD
JFILirShadingLUTdelta_095,int10,2,h,0005211E,h,0005211E,h,0005211E
JFILirShadingLUTdelta_096,int10,2,h,000C2EE1,h,000C2EE1,h,000C2EE1
JFILirShadingLUTdelta_097,int10,2,h,000D7333,h,000D7333,h,000D7333
JFILirShadingLUTdelta_098,int10,2,h,000EBF85,h,000EBF85,h,000EBF85
JFILirShadingLUTdelta_099,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_100,int10,2,h,00014429,h,00014429,h,00014429
JFILirShadingLUTdelta_101,int10,2,h,0002907B,h,0002907B,h,0002907B
JFILirShadingLUTdelta_102,int10,2,h,0003D4CD,h,0003D4CD,h,0003D4CD
JFILirShadingLUTdelta_103,int10,2,h,00051D1F,h,00051D1F,h,00051D1F
JFILirShadingLUTdelta_104,int10,2,h,000C2AE1,h,000C2AE1,h,000C2AE1
JFILirShadingLUTdelta_105,int10,2,h,000D7334,h,000D7334,h,000D7334
JFILirShadingLUTdelta_106,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_107,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_108,int10,2,h,00014829,h,00014829,h,00014829
JFILirShadingLUTdelta_109,int10,2,h,0002907B,h,0002907B,h,0002907B
JFILirShadingLUTdelta_110,int10,2,h,0003D8CC,h,0003D8CC,h,0003D8CC
JFILirShadingLUTdelta_111,int10,2,h,0004511F,h,0004511F,h,0004511F
JFILirShadingLUTdelta_112,int10,2,h,000C2AE2,h,000C2AE2,h,000C2AE2
JFILirShadingLUTdelta_113,int10,2,h,000D7733,h,000D7733,h,000D7733
JFILirShadingLUTdelta_114,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_115,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_116,int10,2,h,00014829,h,00014829,h,00014829
JFILirShadingLUTdelta_117,int10,2,h,00028C7B,h,00028C7B,h,00028C7B
JFILirShadingLUTdelta_118,int10,2,h,0003D8CD,h,0003D8CD,h,0003D8CD
JFILirShadingLUTdelta_119,int10,2,h,00007D1E,h,00007D1E,h,00007D1E
JFILirShadingLUTdelta_120,int10,2,h,000C2FE1,h,000C2FE1,h,000C2FE1
JFILirShadingLUTdelta_121,int10,2,h,000D7333,h,000D7333,h,000D7333
JFILirShadingLUTdelta_122,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_123,int10,2,h,000003D8,h,000003D8,h,000003D8
JFILirShadingLUTdelta_124,int10,2,h,00014828,h,00014828,h,00014828
JFILirShadingLUTdelta_125,int10,2,h,0002907B,h,0002907B,h,0002907B
JFILirShadingLUTdelta_126,int10,2,h,0003D4CD,h,0003D4CD,h,0003D4CD
JFILirShadingLUTdelta_127,int10,2,h,0000001F,h,0000001F,h,0000001F
JFILirShadingLUTdelta_128,int10,2,h,00000000,h,00000000,h,00000000
JFILirShadingLUTdelta_129,int10,2,h,000D7766,h,000D7766,h,000D7766
JFILirShadingLUTdelta_130,int10,2,h,000EBB85,h,000EBB85,h,000EBB85
JFILirShadingLUTdelta_131,int10,2,h,000003D7,h,000003D7,h,000003D7
JFILirShadingLUTdelta_132,int10,2,h,00014829,h,00014829,h,00014829
JFILirShadingLUTdelta_133,int10,2,h,00028C7B,h,00028C7B,h,00028C7B
JFILirShadingLUTdelta_134,int10,2,h,0000009A,h,0000009A,h,0000009A
JFILirShadingLUTdelta_135,int10,2,h,00000000,h,00000000,h,00000000
JFILirShadingScale,uint16,2,h,0222019A,h,01550100,h,046A06BD
FRMWmirrorMovmentMode,uint16,1,h,00000001,h,00000001,h,00000001
FRMWspeedOfLightMMnsec,single,1,f,299.702547,f,299.702547,f,299.702547
